latitude,longitude,ethnicity
36.34918056,-120.3163833,White
33.73913889,-117.8299583,White
41.81917778,-71.38466389,White
38.72461667,-121.2899083,White
,,White
38.58075278,-90.22555833,White
34.31366389,-118.43615,White
30.00936111,-90.01331111,White
31.80889167,-86.66769722,White
33.230325,-117.3998389,White
37.44430833,-122.2566222,White
32.14859722,-96.468025,White
38.81563889,-77.13596667,White
39.7609,-105.0039611,White
37.05551389,-120.9677083,Black
34.83567778,-92.34761667,Black
32.56489167,-117.0731611,Black
38.68355833,-121.3371778,Black
37.64428056,-121.4118889,Black
39.84910556,-86.27605556,Black
31.41781944,-83.50535833,Black
38.75149167,-90.04344722,Black
31.99245278,-83.75679167,Black
39.28981389,-84.39158056,Black
36.22811111,-86.77241944,Black
38.85239167,-77.00634722,Black
41.36885,-89.10683889,Black
33.58925833,-84.50613333,Black
33.76843333,-84.65236944,Black
33.02497222,-80.13413333,Black
40.112075,-82.97760833,Black
39.74354167,-89.70964722,Black
32.61685833,-98.09805556,Black
39.64678056,-75.75065,Black
30.29216944,-82.87980278,Black
39.69444444,-79.26085278,Black
38.75844722,-90.04355278,Black
35.77686111,-78.55818333,Black
39.85507778,-84.33639167,Black
31.95674167,-81.33265,Black
28.07,-81.99036944,Black
30.47207222,-95.49605278,Black
35.15121389,-90.38995833,Black
41.39671667,-90.32865556,Black
,,Black
29.91363333,-82.55325833,Black
32.88001389,-87.90964167,Black
40.94046111,-83.78022778,Black
39.82456667,-85.715075,Black
31.22489444,-89.32438611,Black
44.94306389,-84.66671389,Black
33.99183333,-80.95530556,Black
29.97679167,-97.87401111,Black
42.91026389,-88.21888889,Black
38.77091667,-90.23283333,Black
31.03641944,-90.49853333,Black
33.006275,-86.70598889,Black
32.72246389,-86.53376667,Black
38.65311111,-95.19374167,Black
32.88875278,-87.90333611,Black
41.07251111,-75.48776389,Black
40.24929722,-82.92903889,Black
41.5274,-109.4209,Black
31.50236389,-89.30458889,Black
33.54713611,-83.10786111,Black
31.15193056,-95.98428056,Black
32.54244444,-80.95266944,Black
34.84973056,-89.68838611,Black
37.93673056,-88.94389722,Black
40.56149167,-82.63856389,Black
32.7052,-86.52334167,Black
42.61669722,-87.95213611,Black
41.08049722,-89.06737222,Black
30.21543611,-92.65491389,Black
33.603225,-83.66195278,Black
35.46477222,-115.61485,Black
33.81945556,-89.83945556,Black
39.06602222,-85.92265278,Black
38.92291389,-121.9985417,Black
36.84481944,-81.48955,Black
36.98472222,-77.69805556,Black
38.83888056,-78.56321111,Black
37.65886111,-77.46576944,Black
37.13188889,-76.52341111,Black
37.96138889,-79.20171944,Black
37.21611111,-76.595,Black
41.75594167,-85.16821389,Black
35.34631111,-115.9464389,Black
35.385,-96.6006,Black
39.68858611,-79.19012222,Black
39.50588056,-119.7803083,Black
39.282625,-84.44088889,Black
38.65416389,-121.53245,Black
43.37856667,-123.3379917,Black
26.29877778,-80.12139444,Black
45.65973611,-122.665025,Black
33.59050833,-117.2393111,Black
41.76608611,-87.60832222,Black
32.01000833,-110.6939028,Black
33.62906944,-112.1166139,Black
35.07365556,-90.00586667,Black
32.75696111,-117.2281472,Black
39.69985833,-85.99325556,Black
45.17421111,-93.52690278,Black
32.57208333,-117.0790611,Black
38.70738889,-90.02787778,Black
31.17213056,-81.55012778,Black
42.57613611,-114.1963278,Black
35.39244167,-78.52036667,Black
40.75226667,-112.7194444,Black
39.86708333,-84.09956389,Black
43.00796944,-78.95623333,Black
42.54015556,-87.95205278,Black
42.33535556,-83.06655,Black
34.16063889,-106.9186306,Black
34.83385278,-116.7380806,Black
33.70095278,-115.4596194,Black
45.70735833,-107.5298278,Black
35.28260833,-107.9859722,Black
28.82643056,-80.90978056,Black
44.9595,-107.2541,Black
46.69233333,-105.4516139,Black
35.76025556,-105.0113111,Black
31.02458889,-81.65650278,Black
37.72848056,-97.317425,Black
39.73972222,-104.6851667,Black
33.92181111,-116.7454139,Black
39.67117778,-90.80519167,Black
40.82141944,-97.36671389,Black
40.68451667,-98.9575,Black
31.71502778,-111.0635361,Black
36.12546111,-86.7299,Black
39.69560556,-75.61646667,Black
39.70471389,-86.28878333,Black
39.71222222,-78.61773611,Black
32.80731111,-117.1140111,Black
32.69262778,-96.24162222,Black
33.57959167,-83.58115556,Black
27.13473611,-82.40518889,Black
35.85703889,-80.08849444,Black
47.06927222,-104.4715917,Black
35.84801944,-86.6966,Black
29.04076944,-81.00538056,Black
37.94452778,-91.85308333,Black
41.13403056,-80.87433611,Black
40.91664444,-75.64792222,Black
40.23241667,-79.60083056,Black
42.16877778,-72.46731944,Black
33.77739167,-86.426375,Black
37.04959722,-94.46171944,Black
39.95702778,-81.99092222,Black
40.65073056,-74.79146111,Black
32.33678333,-83.76834722,Black
34.74099444,-82.48436944,Black
41.77593333,-72.57469722,Black
42.520125,-71.72498889,Black
26.04471944,-80.35244444,Black
38.59504444,-90.32664722,Black
38.99545833,-94.50228889,Black
36.57203889,-87.25753889,Black
33.46195,-112.1273667,Black
37.98902222,-88.93525833,Black
38.41686389,-82.28164722,Black
36.49188611,-82.46471944,Black
36.54728056,-87.24205,Black
41.49680278,-94.72456111,Black
36.02949167,-115.0496778,Black
41.53923333,-81.63659444,Black
39.04028333,-94.67630833,Black
35.94923333,-79.96640278,Black
31.34893889,-89.35164722,Black
30.44853333,-90.46758889,Black
46.86655,-101.9396,Black
40.74078889,-74.53408611,Black
38.86977222,-76.98823333,Black
41.42304722,-81.68386389,
42.47615278,-123.3488778,
35.4984,-97.784,
38.58575278,-85.1756,
38.86996667,-77.89156111,
37.85868333,-80.51803056,
37.96118056,-84.38887778,
40.00832222,-81.61759444,
37.25671944,-80.17491111,
39.10608611,-94.73974722,
37.81763333,-122.2520417,
33.48354444,-82.19536944,
29.66386667,-98.16857222,
38.27438333,-83.37882222,
,,
35.691625,-78.57345278,
38.73847778,-95.01657778,
38.78089444,-85.82923333,
47.42878889,-121.4265139,
36.4879,-97.3283,
35.8215,-86.9534,
42.61525556,-114.3692111,
34.72435278,-111.7144639,
42.76049167,-71.23219722,
33.23250278,-97.17493611,
38.61286944,-85.78160278,
40.00330278,-81.53963889,
38.80322222,-90.67697222,
34.719025,-82.25485833,
41.01786389,-81.49623889,
38.02067222,-85.696425,
34.24345556,-84.76835833,
46.25046667,-119.0903306,
32.66106389,-116.2288778,
,,
40.96648333,-76.02869167,
39.05875556,-96.10440556,
33.62743889,-81.80883889,
35.87516111,-87.85618056,
42.04984167,-76.74951944,
35.81893889,-88.152,
37.38363056,-122.1518778,
30.47885556,-90.47850833,
37.95190556,-91.78826111,
40.93493889,-75.01501111,
34.76015556,-85.53814167,
40.81988333,-104.9729083,
35.81735,-88.2355,
43.87174444,-71.67160556,
33.99631389,-112.1339528,
46.82395556,-100.8462333,
39.63533333,-78.02518056,
43.69525833,-98.16281111,
35.21188333,-111.7748556,
35.28040833,-112.7844111,
33.99970833,-106.8943806,
38.89424444,-110.6170861,
38.01555556,-91.58425,
38.59173889,-78.72667778,
37.92671111,-79.23576944,
39.47063889,-104.8723333,
38.71034722,-78.65822222,
39.68164444,-105.8888889,
39.82194444,-104.9609167,
37.37733889,-76.75573056,
37.1155,-80.42966111,
41.1782,-79.36835833,
41.12101389,-112.0201694,
42.11936944,-79.962525,
38.95898333,-84.63578889,
29.91013056,-94.29536111,
38.32369444,-90.40088889,
38.63193056,-90.28643611,
37.80024444,-122.2795222,
34.06783611,-117.3359806,
37.80223889,-122.2843917,
40.41666111,-74.44576111,
40.67121111,-74.17723889,
40.70421111,-74.1533,
42.60366111,-83.16644722,
43.41363056,-70.55765,
37.24257778,-93.26089167,
33.17905556,-87.55678889,
30.72535278,-88.120125,
32.00172778,-102.0630306,
26.234,-80.13621389,
35.58970556,-82.57644722,
47.65711111,-122.3222,
34.02979444,-118.2152472,
34.07241667,-117.9361833,
30.29826944,-81.63783889,
36.15723611,-95.83468056,
29.78899444,-95.37153333,
35.14036944,-106.5961556,
36.1627,-95.7698,
35.1679,-90.20019444,
30.0214,-95.42868889,
31.28639722,-92.44166667,
34.07065833,-118.0479111,
32.79408056,-96.69949444,
33.91256389,-118.1509583,
33.64839444,-97.15588611,
39.75786667,-94.85671944,
36.13343056,-86.81938889,
29.68329444,-95.27531944,
33.77786389,-84.3907,
29.83074167,-95.33534722,
36.11559722,-115.1807944,
40.99589444,-87.26454722,
41.57007222,-87.41820278,
38.606775,-121.5080694,
33.72305,-116.1986694,
34.07833056,-117.7416556,
32.77925833,-117.0629667,
34.25174722,-118.4295833,
34.97125278,-90.00056667,
32.76680556,-117.1485,
32.92486667,-96.76928333,
42.33666111,-83.03858889,
32.48157778,-95.50652778,
38.36537778,-121.4745306,
39.24881944,-119.8139083,
33.45646389,-112.7547222,
38.38586111,-121.4786944,
40.22518889,-82.92946667,
34.98918889,-106.6490528,
39.18457778,-76.79832222,
41.01943611,-73.63008889,
30.47886111,-90.46179167,
32.91451667,-86.64251944,
29.20446944,-81.09763889,
,,
32.35383056,-90.64030556,
31.54317222,-81.44468889,
32.22375,-110.980525,
32.83955833,-96.59653333,
34.30007222,-88.72680556,
40.68202222,-111.9513667,
30.13323333,-94.01282222,
39.93903889,-74.95721944,
29.36068889,-98.63288889,
32.921175,-96.75048333,
29.84283611,-95.39113889,
34.82654167,-89.97710278,
36.1675,-86.8161,
35.48563889,-86.07068889,
34.0368,-118.3136306,
32.69738611,-96.48078889,
32.80466389,-97.42472222,
34.89131389,-117.0014,
34.02265,-118.2769806,
31.26715833,-92.43761111,
38.74413889,-90.40986111,
34.08729444,-117.6494111,
44.87678611,-93.02989722,
32.89693889,-96.71333611,
29.67923611,-95.43372222,
34.77108889,-92.26163056,
37.7938,-122.2643056,
35.69818611,-78.57833333,
37.7547,-122.1505583,
32.84466944,-96.63518889,
34.67575833,-92.26690278,
38.78363889,-90.52272222,
35.84471944,-86.43276667,
40.80566944,-74.285475,
37.94086667,-121.2980861,
29.73056389,-95.34054167,
39.04670278,-94.43351944,
29.90541111,-95.41221389,
34.03696944,-117.1499444,
33.87671667,-118.1865056,
32.54135833,-93.63248889,
32.70298889,-96.60116389,
32.93420556,-80.04702778,
36.23336667,-115.1105194,
34.7523,-82.47841111,
32.44135278,-95.06188056,
35.37969167,-80.70677778,
34.57320833,-82.71374167,
30.13658889,-89.87031944,
35.5251,-97.5306,
47.24182778,-122.392275,
30.24836944,-97.73535,
30.42868889,-91.17165,
32.81989444,-96.86954167,
30.05869444,-94.13618333,
32.70901944,-97.32073889,
26.16040833,-97.95697778,
37.7469,-122.2019,
39.94376944,-74.94133056,
36.08415833,-79.97071944,
41.41739167,-73.426775,
44.96599167,-93.27852778,
33.28214444,-111.9682444,
29.77922222,-95.36819722,
41.76928056,-72.66092778,
32.8812,-96.69246667,
21.37441389,-157.9252194,
31.76512222,-106.3657472,
30.23385278,-97.74093333,
29.85685,-95.40096111,
40.24246944,-77.11150833,
40.66188056,-111.9012167,
35.19158056,-89.97083889,
33.46276944,-86.94164167,
40.42902778,-79.94429167,
34.07988056,-117.5456056,
32.91469722,-96.74012778,
32.79724167,-96.68538333,
28.0416,-82.35086111,
32.86386944,-96.66123889,
26.18901944,-98.22829444,
29.95707778,-90.093575,
34.08724167,-117.6848417,
33.78669722,-84.39111111,
33.82391389,-84.35205833,
47.40454722,-122.2926472,
45.62651667,-122.6679306,
35.14796389,-80.89677778,
33.42804167,-112.0559556,
30.40449167,-81.65944722,
40.81284444,-73.931425,
26.13318889,-80.20324722,
40.002375,-82.92181944,
41.46951944,-81.80190278,
29.40719444,-98.50988611,
32.36259722,-86.21849167,
35.52355278,-97.54092222,
32.40813333,-111.1412806,
33.71952778,-84.39649444,
39.19944444,-77.26536389,
31.7588,-106.4985,
40.89671944,-74.22346944,
34.07143056,-118.1245028,
32.66195556,-96.89606667,
39.79819444,-84.18961111,
29.44143889,-98.43865556,
32.38551111,-90.14621111,
30.35598889,-81.66865,
25.8121,-80.2321,
30.41778333,-81.73775833,
35.07871389,-89.90630556,
36.16511667,-95.86619167,
32.783,-96.8117,
42.63651944,-73.75810833,
39.17631111,-94.53235833,
30.305875,-97.71276944,
32.87672778,-96.68558333,
28.11556111,-80.70581111,
29.45217222,-95.07934444,
32.48058333,-99.777225,
40.80870556,-73.17099722,
33.758525,-112.1272389,
41.29176389,-72.44575278,
29.40148889,-98.45391667,
33.68797222,-117.9028611,
32.67109167,-97.23893889,
33.58659167,-84.51063333,
32.71346389,-117.1464139,
27.25834444,-80.42000556,
32.5799,-83.74328056,
42.61709722,-71.291325,
33.71538611,-84.247725,
44.97470278,-93.28752778,
30.11655556,-95.23278056,
35.15075,-90.03608333,
40.35622222,-104.9821667,
34.67866389,-92.32624722,
29.98772222,-95.42338611,
35.08561944,-106.5394528,
38.23678611,-85.63163889,
40.07177222,-74.95600278,
29.62919444,-95.23018333,
31.75884167,-106.4992694,
38.78131944,-121.2309306,
29.48272222,-98.59990556,
34.06502778,-117.3077,
38.21173333,-122.1448056,
32.27077778,-106.7487889,
35.26706667,-80.87240278,
32.74988889,-117.19595,
32.74985556,-96.80930278,
33.77784444,-84.24064444,
30.45413611,-88.82909722,
32.73308333,-97.39564722,
34.86835833,-85.03630278,
27.78320278,-82.35981389,
34.0657,-117.5041,
30.68702778,-88.12647778,
33.47919722,-93.98912222,
33.97811944,-118.2809306,
41.11386944,-83.65968611,
29.86282222,-95.40394722,
30.26168333,-97.73607778,
34.06511944,-117.3081611,
36.1176,-96.0092,
36.0905,-95.9476,
37.76235,-122.2156556,
33.56411111,-117.2055194,
41.87129722,-87.84309167,
40.61976944,-74.02331667,
36.1708,-86.80451111,
41.58136667,-87.24511389,
39.65083889,-75.72275,
39.75333333,-105.0149889,
41.25976944,-95.92126389,
43.22393889,-71.50806389,
30.36844167,-83.24652222,
27.83403333,-97.63403611,
33.48355,-112.113,
32.65680556,-96.74203333,
42.08061389,-87.75850556,
39.75653056,-75.55248889,
27.72624167,-82.38280556,
40.78081111,-73.61016389,
29.78668333,-95.26561111,
41.46563889,-81.77769722,
42.20770833,-83.22918611,
41.411475,-74.43213333,
29.92551944,-95.41198333,
35.274625,-80.82441111,
26.27501111,-80.12518889,
36.14293056,-86.70681111,
33.94471111,-84.51061667,
43.55711389,-116.1817694,
30.28648056,-89.74881944,
29.78466389,-95.51058333,
41.59959722,-93.58800556,
35.4603,-97.6072,
37.94977778,-121.2948389,
37.89596667,-122.0702944,
29.67906944,-95.44258889,
29.65691667,-98.62595833,
33.75701944,-84.46874722,
30.70692222,-88.12231944,
42.32800556,-83.08605833,
28.05095278,-82.45538333,
33.12611944,-117.32435,
34.03698333,-118.3009917,
40.71586111,-74.21843889,
34.13361944,-118.2752,
32.8775,-96.5157,
34.03713056,-118.2835194,
31.76852778,-106.5090333,
39.86125,-75.14885,
32.66863611,-97.31296389,
33.83823611,-118.2619056,
33.46083889,-112.3952167,
37.33245833,-121.8455722,
29.74335278,-95.35958056,
33.87972222,-84.24949444,
34.03700833,-118.3156528,
33.55658611,-112.112825,
27.96096111,-82.45388889,
41.610725,-87.44984167,
41.57025,-87.29386944,
35.30699444,-80.69548611,
35.15415278,-89.887375,
32.3413,-96.85583056,
29.36096667,-98.39819167,
42.38469167,-83.15010833,
38.13992778,-96.52638056,
35.1929,-89.79666111,
46.74108333,-113.7008611,
27.80399722,-97.4686,
39.02909444,-84.47184722,
35.32261944,-80.94005,
29.43317222,-98.50162222,
47.23861667,-122.4104056,
38.75220833,-121.2653194,
29.40278611,-98.51178889,
33.78726389,-84.49254444,
42.98516111,-83.73131667,
34.06370556,-117.815375,
32.65724722,-117.1069417,
40.86677778,-73.90891111,
32.87153889,-117.2307306,
32.94008056,-96.37288056,
41.34527778,-82.33166667,
41.204675,-79.92766944,
41.99943611,-112.198325,
35.21336111,-100.7184389,
37.59021111,-97.32395278,
45.66437778,-122.6673972,
36.16991944,-86.59068056,
38.99415556,-94.69671944,
30.24808056,-97.73526667,
40.77045,-73.83464722,
40.17428889,-82.95659722,
38.63573611,-121.4970639,
39.724275,-84.21063056,
40.04489722,-80.60531111,
41.01832222,-87.90234722,
40.83358611,-76.064425,
45.09369167,-117.9517444,
35.68973611,-105.1329222,
39.43403333,-87.29303056,
32.70918889,-116.3765194,
29.72818333,-98.67550278,
44.00465556,-123.0194722,
35.06820556,-106.7810194,
39.76625556,-79.79301667,
36.18481944,-86.40753889,
34.98295,-110.5488222,
45.27013889,-122.7777639,
31.81298889,-96.27136944,
37.859725,-80.52464167,
,,
32.43914167,-95.09121111,
36.65731667,-95.09894444,
32.68018889,-117.1101528,
33.55748056,-86.64033056,
44.69417222,-89.64554167,
40.43666667,-81.52277778,
33.13083611,-87.64028889,
37.94519444,-91.90452778,
43.11616944,-76.21422222,
29.69193056,-96.77579167,
42.58771389,-87.95305278,
35.76041111,-115.343025,
33.33983333,-86.917325,
42.42636389,-71.10300833,
33.96818889,-86.12080833,
42.27686944,-83.15714167,
40.82938333,-73.93183611,
30.44930556,-97.66692222,
38.61905833,-90.27671389,
37.80196111,-122.2978806,
30.33001667,-97.70549444,
32.82245,-96.87054722,
30.14622222,-97.79371111,
26.31796389,-80.11616667,
29.8143,-95.37892778,
37.32462778,-89.59036111,
26.89285278,-80.13370556,
38.77543889,-90.33532778,
37.76902222,-122.4084889,
37.73208611,-122.4295472,
35.5949,-97.4325,
25.72789167,-80.383875,
37.89178333,-122.3086389,
37.73248333,-122.4144028,
42.36775,-71.26954167,
40.85301389,-87.18100278,
42.96090833,-115.3402389,
33.98823056,-118.1380111,
31.76528333,-86.69906389,
30.24666111,-92.9339,
30.2201,-93.3183,
35.97650556,-77.87881667,
35.14383333,-90.11605278,
34.3826,-117.4158194,
29.16434444,-81.08089444,
39.58214722,-85.81933611,
39.70118056,-86.12090278,
35.25771944,-84.83565,
33.66344444,-84.49753333,
40.17598611,-82.95500833,
29.54268333,-95.14390556,
42.23708611,-83.73793611,
41.42145278,-81.70738333,
35.26653056,-80.87402778,
35.4481,-97.4285,
34.2176,-97.1636,
40.69376667,-73.81174444,
35.69198333,-78.57683056,
41.06398889,-81.57298333,
32.51391667,-93.7335,
