consecutive_number,latitude,longitude
210259,37.96118056,-84.38887778
391029,40.00832222,-81.61759444
210730,38.27438333,-83.37882222
370781,35.691625,-78.57345278
200075,38.73847778,-95.01657778
180025,38.78089444,-85.82923333
530218,47.42878889,-121.42651389
400458,36.4879,-97.3283
470684,35.8215,-86.9534
160150,42.61525556,-114.36921111
40579,34.72435278,-111.71446389
180704,38.61286944,-85.78160278
390674,40.00330278,-81.53963889
60802,32.66106389,-116.22887778
420329,40.96648333,-76.02869167
200265,39.05875556,-96.10440556
450890,33.62743889,-81.80883889
470371,35.87516111,-87.85618056
360436,42.04984167,-76.74951944
470406,35.81893889,-88.152
61365,37.38363056,-122.15187778
220625,30.47885556,-90.47850833
290374,37.95190556,-91.78826111
340030,40.93493889,-75.01501111
130905,34.76015556,-85.53814167
80478,40.81988333,-104.97290833
470817,35.81735,-88.2355
330113,43.87174444,-71.67160556
40162,33.99631389,-112.13395278
380014,46.82395556,-100.84623333
240340,39.63533333,-78.02518056
460084,43.69525833,-98.16281111
40545,35.21188333,-111.77485556
40595,35.28040833,-112.78441111
350161,33.99970833,-106.89438056
490112,38.89424444,-110.61708611
290560,38.01555556,-91.58425
510536,38.59173889,-78.72667778
510623,37.92671111,-79.23576944
510559,38.71034722,-78.65822222
510386,37.37733889,-76.75573056
510426,37.1155,-80.42966111
420048,41.1782,-79.36835833
483412,29.91013056,-94.29536111
180607,40.99589444,-87.26454722
480731,32.48157778,-95.50652778
60699,38.36537778,-121.47453056
320059,39.24881944,-119.81390833
40486,33.45646389,-112.75472222
62009,38.38586111,-121.47869444
10306,32.91451667,-86.64251944
121499,29.20446944,-81.09763889
280160,32.35383056,-90.64030556
130198,31.54317222,-81.44468889
50011,34.67575833,-92.26690278
481811,32.44135278,-95.06188056
220582,30.13658889,-89.87031944
121924,30.36844167,-83.24652222
482728,27.83403333,-97.63403611
200247,38.13992778,-96.52638056
300107,46.74108333,-113.70086111
483491,32.94008056,-96.37288056
390719,41.34527778,-82.33166667
421060,41.204675,-79.92766944
490090,41.99943611,-112.198325
480748,35.21336111,-100.71843889
171031,41.01832222,-87.90234722
410022,45.09369167,-117.95174444
350027,35.68973611,-105.13292222
180202,39.43403333,-87.29303056
60570,32.70918889,-116.37651944
480094,29.72818333,-98.67550278
420524,39.76625556,-79.79301667
40802,34.98295,-110.54882222
410401,45.27013889,-122.77776389
481286,31.81298889,-96.27136944
540080,37.859725,-80.52464167
481495,32.43914167,-95.09121111
400362,36.65731667,-95.09894444
61035,32.68018889,-117.11015278
10431,33.55748056,-86.64033056
550141,44.69417222,-89.64554167
391055,40.43666667,-81.52277778
10467,33.13083611,-87.64028889
290673,37.94519444,-91.90452778
482372,29.69193056,-96.77579167
320014,35.76041111,-115.343025
10013,33.96818889,-86.12080833
180032,40.85301389,-87.18100278
160132,42.96090833,-115.34023889
10127,31.76528333,-86.69906389
220200,30.24666111,-92.9339
370851,35.97650556,-77.87881667
50141,35.14383333,-90.11605278
180558,39.58214722,-85.81933611
400411,34.2176,-97.1636
450098,34.19650556,-80.11305278
540246,39.01811667,-80.44078611
63015,33.91333889,-118.37028611
481149,31.77041944,-97.10365556
122849,30.47786389,-84.08081667
280407,30.32281667,-89.57366389
63048,32.71618333,-114.91941111
350219,35.52714722,-108.76510278
482865,32.51463056,-95.68633889
280373,30.739075,-89.53511667
350093,34.19698056,-106.92501389
210260,38.03703056,-84.290075
350170,35.52437222,-108.77393056
210752,38.16057222,-84.85507778
320261,35.72070278,-115.36294722
200348,39.03013333,-95.11695556
180317,39.31599722,-85.347125
180096,40.38899167,-85.54829722
122229,29.24501944,-82.18981111
420849,40.96666944,-77.64712778
350120,32.25575278,-107.878525
10521,33.59148889,-86.1591
480111,31.51627222,-103.17793611
480772,29.13335833,-98.89224722
360662,40.69711389,-73.81351944
61946,35.33607778,-115.96348889
483387,34.77134722,-101.8485
410390,44.98804444,-117.89559722
121772,27.55731944,-80.480125
60429,34.02618611,-118.03927778
480533,29.77724722,-95.88454167
482093,29.83523889,-94.5485
483093,31.56001667,-106.16266944
220362,30.25664444,-90.978475
50333,35.59520278,-90.49656111
450809,34.17463889,-81.31675
50369,35.15891667,-92.58073056
450513,33.41830833,-80.67405278
10130,33.58908056,-86.86281667
360757,42.90630833,-74.58300833
130545,34.187775,-83.59177222
40352,31.96775,-110.46694444
400605,35.0792,-97.8915
540104,38.1753,-81.45381944
510014,36.71555556,-77.53944444
510508,38.50136111,-78.7925
200266,39.02847222,-95.12023333
510341,36.90901111,-80.88543056
80331,39.56061944,-107.37625
510161,37.98173333,-77.49269167
260001,42.28318611,-84.79609444
61748,39.33786667,-120.35226944
371075,35.59908611,-80.86026389
10073,34.85565833,-86.92801944
120663,26.81166667,-81.9325
120512,26.96108056,-80.16950556
280114,31.8779,-90.41086667
320170,39.91656389,-118.81467222
290820,38.26736111,-94.35763889
210346,37.5996,-84.31447222
280298,32.34911111,-88.71203611
290521,39.05546389,-94.48206944
380080,46.23868611,-96.834375
420479,40.11675278,-79.94700833
370441,35.54775556,-82.60653889
171033,41.37667222,-88.59187222
120638,27.09867778,-82.13360556
61295,35.00099444,-118.95005278
160163,42.62415,-114.39587778
61995,34.27930556,-117.45220833
200072,37.74971944,-97.03286944
300062,46.64320278,-113.11055556
450323,33.72652778,-81.56171944
270082,45.86540833,-95.43706944
180061,40.96050556,-85.29130278
380053,46.71233056,-96.83031944
450651,33.03423333,-80.66785278
420245,41.85219167,-80.17616111
230039,43.3402,-70.59885
280425,30.43894444,-88.54538333
210353,37.52018333,-85.88534444
490227,40.77257222,-112.79966389
62346,35.21981111,-116.10965
482753,29.71641667,-96.46551667
400017,35.2028,-97.7367
482060,32.48208056,-95.50888333
290559,37.94469444,-91.93041667
480621,29.68624444,-95.3392
10931,30.96923056,-87.74222222
160117,43.28424722,-112.28933889
481883,30.46251667,-99.72878333
481620,32.70130556,-97.96021111
400029,34.0389,-97.1498
400092,35.9891,-97.3525
10790,32.41718333,-85.94315278
370223,35.3822,-78.51131944
130488,32.33816111,-83.76804722
210168,37.5798,-85.87241667
420342,41.06018056,-75.91177222
60395,34.29891944,-117.45793889
483445,29.77905556,-95.95971944
60088,34.88075,-114.77065833
510147,37.24694444,-76.63888889
510239,37.24771111,-76.63895
190096,41.79960833,-91.64637778
40092,32.03776389,-110.10001944
50045,35.40166667,-90.25490833
470454,36.01613056,-85.07166944
280027,31.59640833,-90.46821944
371141,35.71892222,-81.69372778
60603,32.72708333,-116.42928333
62244,41.65914167,-122.56941389
420601,40.14983056,-77.63511111
420603,40.14992778,-77.63469167
240329,39.712675,-78.2312
121336,27.26810556,-82.44873056
440026,41.44824444,-71.78660278
210545,38.01529167,-84.16281667
61624,37.72145,-121.67581944
410102,45.5767,-118.62998333
560012,42.1555,-104.999
350191,32.94698611,-107.31484444
350032,35.54085,-106.13703333
480589,29.77356944,-96.07278889
560037,41.5427,-109.3473
120835,29.03435278,-82.16012778
370920,35.55846944,-82.63388611
10696,32.19560278,-86.41749444
370664,36.50068056,-77.64544167
180464,39.14686944,-85.95803889
360147,40.79846944,-73.479275
530244,46.92399444,-120.49638056
10308,32.66340278,-86.50299167
130711,34.97167222,-85.44576389
482959,30.38000278,-99.60999444
481221,32.75944167,-97.04628611
510705,36.78689167,-76.41663889
62039,33.6753,-115.94486389
350055,35.87021667,-104.86805278
180682,41.53077222,-85.05548056
550007,44.85675,-91.658525
210278,38.61371111,-85.16325556
400302,34.9198,-97.3571
120978,28.14961944,-82.38693889
483061,29.6922,-97.23118889
400013,34.8907,-98.0933
130010,32.75394722,-83.55116389
360089,43.10380278,-75.1664
550545,43.568325,-89.76503056
330130,43.36125278,-71.61230278
330014,43.59589167,-72.16594722
120086,27.06793056,-82.09371111
210039,39.0253,-84.560225
540002,38.832125,-80.66747222
410372,43.11063056,-123.35457222
170879,38.18883611,-88.90449444
371320,34.62221389,-79.05526944
410119,45.697875,-120.36435278
330017,43.73344444,-71.65861944
240103,39.6684,-78.43277778
500014,43.86096667,-72.60703056
240060,39.55836667,-77.61254167
370055,35.24000278,-82.20476111
62555,34.99683611,-116.5684
61596,33.31238889,-117.48051944
60506,34.89130278,-114.69827778
200209,37.90788611,-97.326525
62405,38.954375,-121.03807222
61886,33.13060556,-117.32714444
420591,41.05481944,-77.28039167
450120,35.16822222,-82.13521944
370318,35.79994444,-80.91237778
420931,41.18348889,-80.38347222
540018,38.67038333,-80.72801944
530167,46.77401389,-122.99833889
370928,35.12608889,-78.75153611
80001,39.31971389,-102.14680556
170707,40.22088611,-89.27736944
370374,35.31947778,-82.42289444
121181,28.88606944,-82.0954
420318,40.63504722,-80.097775
180183,39.44171389,-85.98741389
420644,40.62988056,-75.27925278
60323,33.761275,-116.30476111
10923,30.94936389,-87.85751389
450294,33.40679167,-80.65831111
370070,36.46439444,-80.76160278
481708,29.11759167,-98.91856111
371175,35.34613889,-80.15733611
390809,40.06563333,-80.98042778
370566,35.80820833,-80.87135
510717,36.88149444,-77.81615833
510362,37.49166944,-76.99678889
510679,38.9085,-77.96961944
510340,37.94566667,-79.21506111
510565,38.38066111,-77.45373056
350041,35.03124167,-107.464925
421049,41.15193611,-78.93060278
420039,40.96919167,-78.08086944
280468,33.446175,-89.76596944
190300,41.49712778,-94.90607778
60350,33.69894444,-115.46774722
130620,31.59716111,-81.42286389
40012,32.92314167,-112.87901944
10522,32.91836389,-86.646025
122482,29.71635,-82.46588611
160044,43.45889444,-116.08775
400540,35.7,-96.9741
360491,43.92446944,-75.97225556
60457,34.18451111,-117.35178889
310170,40.87266944,-100.05259444
210061,37.35760833,-87.48941111
130072,32.07511111,-83.7632
60738,34.80425,-118.87828056
61795,37.62143611,-121.88003889
130756,33.24762222,-84.08608056
170945,38.44258333,-88.95322778
60986,35.08753611,-116.32224722
160228,42.70919722,-114.53294167
560099,41.7422,-106.4943
160226,42.609,-114.356
61290,36.71913056,-120.684025
420428,41.06385556,-75.70874167
370812,34.55219444,-77.89401111
390254,39.81956944,-83.172325
470207,36.49568889,-87.1745
380048,46.87866111,-102.63072222
131357,33.53231111,-82.98578611
350064,35.49202222,-105.67212778
190144,41.49629722,-94.52851111
171059,40.11974444,-87.97526667
310022,40.8817,-100.08132778
170404,39.28273333,-88.0548
120197,27.10637778,-82.29870556
350150,34.159475,-106.91841111
350180,35.004825,-105.80295556
420345,41.1781,-79.69444722
60883,35.19326111,-119.14613056
350188,36.49946111,-104.56920833
160225,43.248,-112.32
410093,45.34627222,-118.15821944
482091,32.24278056,-97.15863611
190331,42.116375,-93.55268333
370475,35.2406,-82.20493333
121160,30.47801944,-84.09113889
190157,41.69594444,-92.16606667
240233,39.53222778,-76.66303333
60852,32.72766667,-116.05253889
390256,40.33317778,-82.88678889
530221,46.21884722,-119.71731111
190303,41.49828889,-95.12925
530238,46.84528056,-120.38104444
63482,36.35001111,-120.31768611
350143,36.95357222,-104.47456944
300100,45.80695833,-111.239275
420568,41.20154722,-80.03264444
160048,43.89663889,-116.80696667
200157,39.05826667,-95.96528333
350101,32.28560556,-107.64983333
120255,27.61541111,-80.51426944
350175,33.86287778,-106.908025
121587,30.74641111,-85.53466944
40826,32.80328611,-111.66178889
530372,48.48755,-122.33560556
220424,30.84014444,-92.22921389
450608,33.24039444,-80.46023056
530229,46.64599722,-120.50586111
10072,32.99652778,-86.69928333
482895,30.39025,-99.6178
420518,39.82374167,-80.10310556
470974,36.3456,-86.92713056
530062,48.535375,-122.35363611
450306,33.40207222,-80.509375
483360,27.71188889,-99.45096111
540243,39.29986389,-81.49054167
310185,40.69029167,-99.54761667
200116,38.86151389,-95.84431944
530203,47.12913889,-118.34734167
490052,37.52873889,-113.20790556
61941,33.69572778,-115.48196389
550497,43.94303611,-90.31609167
40287,36.82098611,-114.03816667
180755,39.99186667,-85.7932
61827,35.19648611,-116.1326
481936,29.71899444,-96.44233333
490101,41.60919444,-112.08260278
40027,33.54366111,-113.18451111
482463,28.83612222,-99.11395278
550503,44.91712778,-92.08268611
470523,35.71261111,-86.87973056
482843,32.37948611,-99.14201667
330001,43.52348333,-72.14240278
300087,47.23314167,-114.997925
300030,45.87083333,-111.38347778
280101,31.04066667,-90.49748889
260721,45.20880278,-84.61653611
62438,34.88506389,-116.67683611
300101,46.287475,-112.74742778
121298,28.26851111,-81.60565278
540134,38.58588333,-81.19709722
490116,39.02748056,-112.30096667
40529,35.28452222,-113.12297222
300146,45.895825,-111.49685
61017,33.39324444,-117.59167778
300138,47.03929167,-104.81140556
310114,41.12106111,-96.20856389
250169,42.82665556,-71.00341389
160221,42.57652222,-113.88389167
490241,40.78308333,-112.96506667
410088,44.74390556,-117.80071667
490252,40.69295,-112.46714444
160190,44.346,-112.18
160203,43.796,-116.743
300128,46.81184722,-113.78790556
481437,29.99333056,-98.93216944
40175,36.82910556,-114.01114444
122396,26.99465833,-80.19515
490099,41.82003611,-112.41717778
482095,29.68416111,-97.26587778
480773,32.46858056,-95.3935
360115,42.93477222,-76.12948889
120369,26.15527778,-81.30083333
330054,43.59965556,-72.16655
310122,40.70195833,-98.84643333
390442,40.36982778,-84.16051111
210513,37.31583611,-87.47216111
120139,30.34391111,-83.08923889
180312,41.67661944,-85.00550556
350324,35.48761944,-108.46938333
350164,33.9984,-106.89419722
310112,41.11254722,-102.81328056
560009,41.1574,-104.416
350311,35.69743889,-105.10765833
530286,47.16135556,-120.86076111
61863,38.51097778,-121.77945833
40186,34.99336944,-109.94058611
480432,31.21293889,-105.47105
320033,36.66553889,-114.56183056
40686,33.91963611,-112.14498889
160082,43.32812778,-115.93567778
420727,39.98065,-75.206075
481772,31.70338611,-96.17300278
121605,28.66786111,-82.14314722
61869,35.35831667,-119.34065
530310,48.90753056,-122.622
10131,33.58358056,-86.44096111
10694,31.77337778,-86.69213889
10828,32.95208611,-87.838925
40619,32.832425,-111.73022778
170824,40.72734444,-88.73745556
280534,34.29861667,-89.92097778
61415,34.72745,-116.08863889
280145,34.71906389,-89.96406389
60154,37.65246389,-121.42466667
320236,40.20250833,-118.428025
320234,39.81381111,-119.00071111
180524,39.27891944,-84.96459722
400561,35.5295,-98.2139
470696,35.16941944,-85.79263889
61048,35.23866944,-116.09800278
470855,35.374,-89.46153056
470509,35.70968056,-84.41836111
300028,45.78080556,-111.20020278
450761,33.76386111,-81.51116944
60949,37.45844444,-121.17591944
10930,30.949975,-87.8552
10929,33.09399167,-87.67173889
61513,33.710375,-115.41604167
320131,36.29133889,-115.00363611
560047,41.5959,-104.8671
170446,40.16756389,-88.30904722
160143,44.106,-112.236
62011,38.65491944,-121.95175833
340363,40.17173056,-74.44863889
540091,39.43443889,-77.99361111
120630,26.40299722,-81.77255556
160079,42.41876389,-112.18801944
482707,32.18191667,-97.13688056
200228,39.32969722,-101.60611389
50189,34.27674444,-92.96520833
460035,44.44701389,-103.59416667
460019,43.84561944,-99.50161389
260874,42.87869167,-85.28651944
10335,34.4419,-86.90151944
481666,30.73075278,-101.57940833
280514,32.29498889,-89.82327222
320155,36.75605833,-114.37942222
460090,44.11044167,-102.91234444
460056,43.71958611,-98.73668889
490105,41.90281667,-112.581775
482572,31.264,-95.988
300033,45.59974722,-109.11889167
470050,35.9969,-83.71003889
62447,34.51374167,-118.63695556
60553,33.63333056,-115.07834722
170417,40.240475,-88.61071389
300161,46.07817222,-112.78686944
180042,39.38196111,-85.94293889
60850,33.66673056,-115.67156389
40030,33.08509722,-111.81695278
131320,32.22179722,-81.55051389
40442,35.213975,-111.78033611
40495,33.627275,-113.74416389
40458,34.73078056,-114.27602222
190302,41.49678611,-94.7137
300090,45.61355,-109.00397778
350278,32.25542222,-107.884125
483334,33.29657222,-94.72035
280597,32.34660556,-88.75856389
500004,44.87288611,-72.17611944
470652,36.15241111,-83.2441
190267,41.49752778,-95.37991389
130073,33.50567778,-82.39141389
40355,34.99785278,-109.91641944
350022,32.27667222,-108.54686944
210404,36.63008889,-84.57649167
480447,26.50431389,-97.77123333
170195,41.44455,-89.05823611
210194,38.38505833,-84.57401389
220271,32.58318889,-93.38806667
130648,32.107325,-83.76278611
360736,43.23325833,-73.69203889
482283,32.68401389,-96.20712222
490145,41.90122222,-112.58011111
560084,41.1978,-105.4317
490176,37.53758333,-113.20461111
490140,41.91651111,-112.62080556
190189,42.01383611,-96.12166944
482766,32.48117778,-100.08163333
560055,41.5963,-109.1648
450731,33.90041944,-81.3442
300020,45.66323333,-108.78794722
470845,35.9663,-86.4488
280337,32.33893889,-89.19298333
450205,32.82113056,-80.75358333
170449,39.023775,-88.81401667
61873,33.66122222,-115.82081111
60204,34.638125,-117.22286667
490128,38.7566,-111.44016111
530274,46.9568,-120.30938333
350222,35.89088333,-104.84272222
40291,35.27954444,-113.12896389
490254,39.49131389,-111.971775
280325,30.46066944,-88.96278056
10135,32.54537222,-86.45321389
60763,36.47135,-120.42731111
180204,38.19221944,-87.29973889
300129,46.81154167,-113.78773611
350141,32.23805556,-107.41090278
540158,39.66171667,-79.62231944
421069,41.061175,-77.211125
390831,39.95383611,-82.12169722
480502,31.60475,-96.15598056
470685,36.28955,-86.80958889
482195,31.23547222,-105.78528889
131086,33.54493611,-83.07413333
40377,33.50994167,-113.00826111
180049,41.34338611,-87.310225
450604,33.60626389,-81.84313889
120969,29.64095833,-81.27057222
450735,33.91998889,-80.07883889
490196,38.70997222,-112.13740833
350183,35.58447778,-105.901675
50217,35.31983333,-93.16862222
131208,33.54778889,-83.34493056
160168,44.279,-112.216
482347,32.06893889,-97.069975
482299,32.64384167,-96.05130278
130361,31.65360833,-83.59790833
60815,35.08442222,-116.36795833
60480,34.97155,-116.62751667
530251,47.40413889,-117.830475
180698,41.715475,-84.95239167
482134,32.40061389,-100.79861667
510637,37.09111944,-77.55351944
80338,39.54572222,-107.66333333
80207,39.65397222,-106.91931667
510617,37.32495,-76.70008056
510324,37.04251111,-77.62255
510394,36.88341111,-77.40296944
510317,38.02189722,-78.563
80547,40.71572222,-103.04316667
80069,39.60116944,-106.08826389
80206,40.26758333,-103.70847222
510397,37.75478889,-77.45821944
80249,39.69477778,-106.74253056
80303,39.51955556,-107.84955556
80310,36.99941667,-104.48258333
80368,40.10991667,-104.55216667
80291,38.42,-104.61
80193,40.45336111,-103.30479167
80550,39.39111111,-108.13027778
270035,44.59114167,-93.2979
560011,41.3564,-110.339
260125,42.47107222,-84.89375278
