lat,lon,county_code
41.35699722,-72.41663611,09007
47.8975,-122.10794722,53061
39.72215278,-84.21400278,39113
32.26225278,-86.16018333,01101
27.09964167,-80.657375,12085
33.63166667,-84.38813056,13063
31.98314167,-81.15443333,13051
42.07289444,-87.70294167,17031
25.74805556,-80.32,12086
39.92691111,-86.12678056,18057
33.22111389,-117.24861389,06073
38.72994444,-94.37544444,29037
39.22226389,-94.48928333,29047
43.02680833,-108.38066111,56013
42.44952778,-71.02331667,25009
38.39,-92.79605556,29141
35.48563889,-86.07068889,47031
30.31222222,-87.42666667,12033
29.89881111,-95.50654444,48201
34.09441944,-118.35521667,06037
34.24888333,-118.42699444,06037
41.79465556,-88.11891944,17043
35.6945,-81.21933889,37035
31.50331944,-106.11679444,48141
43.23734167,-77.62325833,36055
37.01676667,-86.27698889,21227
35.93827778,-79.76644167,37081
36.35631667,-94.17522778,05007
30.86864444,-84.35880278,13131
44.97981944,-92.77765556,27163
39.64027222,-86.62700556,18063
19.79948056,-155.85263889,15001
37.631775,-122.40318889,06081
34.97836389,-85.31030833,13295
36.217,-86.47203889,47189
35.81101389,-78.84413333,37183
32.75016389,-117.07943333,06073
41.89989444,-77.21963611,42117
26.36816111,-80.11835,12099
35.62009444,-90.49646944,05111
39.33296944,-104.96920556,08035
29.79222222,-95.26013056,48201
28.38621111,-81.2445,12095
38.00313611,-101.10264444,20055
28.02915556,-82.64031667,12057
29.80932222,-95.31755833,48201
37.73005556,-90.42766667,29187
41.72285556,-86.28630833,18141
34.31151111,-79.41296944,45033
36.16883056,-115.23296667,32003
32.64603333,-116.97129167,06073
26.90303056,-80.29062778,12099
42.43542222,-87.8377,17097
34.48706389,-118.28686667,06037
33.59281389,-89.01860833,28025
42.79043611,-86.08070278,26139
41.07260833,-111.25985278,49043
40.4165,-76.09446944,42011
33.89451111,-80.50268056,45085
29.55493056,-98.02895556,48187
45.26079444,-92.97556111,27163
29.29918889,-99.09566944,48325
36.59194444,-90.22313889,29023
39.52008056,-75.01382778,34011
27.92868333,-82.33786111,12057
35.07417778,-106.58628333,35001
35.71261111,-86.87973056,47119
37.92355556,-104.90428333,08101
44.89698889,-93.24154167,27053
33.43398889,-84.87038056,13077
41.99305556,-91.64368611,19113
35.09488889,-106.55064167,35001
33.64468056,-117.35790278,06065
27.92113611,-82.02780278,12105
42.13155,-70.92388611,25023
33.46556111,-111.97858056,04013
33.56415833,-101.85534167,48303
33.71755,-84.14573056,13089
35.03731944,-88.44706944,47109
39.98076667,-105.02016667,08014
27.93781111,-82.28983889,12057
39.51477222,-82.80026111,39129
39.55788611,-122.36351667,06021
41.08953056,-74.00567778,36087
41.91893333,-72.69035,09003
38.21,-106.561,08109
61.04693889,-149.79181111,02020
40.64576944,-74.85658056,34019
40.47240278,-90.65585278,17109
38.74402778,-90.31272222,29189
39.87355833,-83.00225278,39049
42.32508056,-83.35303611,26163
38.46166667,-77.40944444,51179
39.55205833,-90.32303333,17171
33.14967778,-83.86893056,13207
42.31286667,-122.87733611,41029
33.45721667,-84.72928611,13077
34.78508611,-87.49404444,01033
30.61085556,-89.39260278,28045
40.28351667,-74.50283611,34023
34.09841944,-81.18763889,45079
35.23283056,-97.43657222,40027
40.69481667,-73.95243056,36047
30.30416667,-81.63222222,12031
27.32850833,-82.53985556,12115
30.04206944,-95.48555556,48201
40.06563333,-80.98042778,39013
35.07235278,-89.86334722,47157
47.62711944,-122.32596111,53033
42.92371389,-114.86648333,16047
34.14569444,-117.31701667,06071
40.67050556,-73.84283889,36081
29.11118056,-81.07005,12127
33.40913333,-80.46832222,45075
35.58970556,-82.57644722,37021
36.17755,-79.50922778,37001
33.92354167,-117.42745833,06065
43.79538611,-123.06995833,41039
39.69446944,-75.62316111,10003
36.11446944,-115.23634722,32003
33.490575,-90.36096389,28083
42.48184444,-89.659325,17177
30.06509167,-90.69463889,22093
36.384275,-119.21544722,06107
34.20413889,-77.93844167,37129
41.84563333,-83.47785833,26115
34.432975,-119.87820278,06083
33.41473056,-81.69733889,45003
30.48595556,-88.31606111,01097
33.92368611,-118.26891111,06037
36.11552222,-79.48034167,37001
61.53717778,-150.10790833,02170
28.32551944,-81.39128889,12097
42.37265278,-83.29498333,26163
30.249525,-87.82224167,01003
29.58831111,-81.6078,12107
36.19755556,-115.18325833,32003
40.42053333,-123.98158056,06023
39.04324722,-99.87098333,20195
40.93420556,-104.79834167,08123
32.73444444,-96.75755556,48113
28.8788,-80.86128056,12127
41.59876667,-90.58689167,19163
36.346,-96.4289,40113
39.06193056,-84.42212778,39061
40.88400556,-76.797875,42097
30.41265833,-93.67311667,22011
32.61393056,-94.39193056,48203
42.95851944,-115.46470278,16039
40.12067778,-74.393025,34029
32.66789444,-83.74436389,13225
27.83930556,-82.6878,12103
42.50610278,-76.65371111,36109
48.710675,-118.12927222,53019
39.97308056,-77.08045833,42001
33.70330556,-84.17048611,13089
38.66849722,-90.26577778,29510
33.60350278,-112.29366944,04013
30.19291944,-93.26635,22019
35.44168611,-119.24637222,06029
28.22041667,-82.27136944,12101
34.13885833,-85.22736944,13115
36.27806111,-86.44278889,47189
34.53963333,-84.92207222,13129
29.46520556,-98.47373056,48029
45.42791667,-108.53613056,30003
30.18641944,-82.59316944,12023
41.46426389,-82.67226667,39043
42.53766389,-92.44059722,19013
43.05960278,-85.76811389,26081
42.1389,-76.52321389,36107
38.25825,-84.56534722,21209
43.1479,-112.38986389,16011
40.85492778,-75.29971111,42095
44.20655556,-93.76962222,27013
38.59504444,-90.32664722,29189
41.83488333,-71.41361944,44007
34.09701944,-81.07883889,45079
32.74917222,-96.97545,48113
39.40797222,-76.94795,24013
33.81585556,-116.54552222,06065
34.60894167,-98.45620278,40031
31.04816111,-87.17284722,01053
35.49301389,-97.3501,40109
39.83101667,-105.00197222,08001
40.25721944,-83.01941389,39041
27.39,-82.47861111,12081
31.70965,-106.29359722,48141
37.67048889,-97.66443333,20173
45.12708333,-93.04742778,27003
46.94355,-122.6035,53067
33.39333056,-111.83698056,04013
30.14725556,-95.13769722,48339
39.92224167,-104.41416667,08001
41.45570833,-81.59606389,39035
36.55430833,-119.65218889,06019
40.30239722,-79.51864167,42129
33.96608611,-90.07256667,28135
44.92366111,-85.35407778,26009
41.83720556,-72.46705,09013
32.49173056,-85.55245278,01087
37.71728611,-85.90340556,21093
35.00258889,-85.5121,47115
41.519025,-81.64072778,39035
30.92885278,-92.72330278,22079
38.42614444,-109.42769722,49037
34.89065556,-80.96433889,45091
40.26036944,-82.78760556,39041
34.810725,-82.438175,45045
39.81003611,-74.97977778,34007
40.24567222,-104.81778611,08123
33.9975,-95.4434,40023
30.80236944,-91.20771111,22037
36.39422778,-78.15674167,37185
37.34525833,-120.54840278,06047
29.74998056,-95.47710278,48201
44.09623333,-91.13273611,55053
36.62252222,-121.68418611,06053
44.70952778,-93.42524444,27139
39.67489444,-104.80971111,08005
40.05833056,-85.99068889,18057
33.97358889,-118.219175,06037
40.73556667,-74.28556111,34013
32.65306944,-95.75798056,48467
33.953025,-78.31373889,37019
41.20551111,-98.04009167,31121
35.16220278,-80.43645278,37179
42.02460556,-79.83644167,42049
41.22433333,-76.78090833,42081
31.50776389,-99.08334722,48049
36.06508889,-86.71731944,47037
41.91031944,-88.268675,17089
33.27927778,-111.96726111,04013
34.01410556,-117.81941944,06037
39.00388056,-77.40035,51107
35.06196389,-94.59969167,40079
33.745225,-117.90422222,06059
38.71641389,-90.22718333,29510
27.89444444,-82.69083333,12103
32.98973889,-80.22324167,45035
33.229425,-97.14379444,48121
43.98868611,-117.02622222,41045
37.53148611,-85.38272778,21155
40.06827778,-94.61583333,29003
40.70864167,-73.48286667,36059
36.26964167,-119.60060833,06031
41.54854722,-86.95978889,18127
39.95822778,-75.21099444,42101
33.50945833,-112.14522778,04013
37.74223056,-122.42429167,06075
38.04976944,-84.45497222,21067
36.45953056,-81.62504167,37009
36.98156944,-76.42531944,51700
45.49003889,-122.56855556,41051
33.97123333,-118.29156667,06037
39.224425,-86.44092222,18105
28.02524444,-82.15819722,12057
39.04730833,-94.44293889,29095
37.62278611,-122.40073333,06081
37.02328056,-79.13908056,51143
40.04691944,-74.22162778,34029
33.50523611,-85.65615,01029
36.59658333,-121.92235278,06053
34.16146944,-118.25863889,06037
35.69176111,-80.48169444,37159
36.01683611,-94.57363611,40001
42.63485556,-83.26472222,26125
36.02089722,-79.39416389,37001
41.05680278,-87.44911389,18111
38.29518056,-84.563175,21209
37.27918611,-121.77490833,06085
42.78026944,-71.07743611,25009
41.81105833,-87.88912778,17031
36.02352222,-115.10294167,32003
35.34383333,-106.51242222,35043
33.75950278,-118.06179722,06059
27.26810556,-82.44873056,12115
36.25448333,-120.23841111,06019
32.72002222,-96.1511,48257
37.44848333,-86.22884444,21085
33.7068,-78.9206,45051
42.20099167,-85.73375556,26077
44.07230833,-92.60183056,27109
35.32302778,-80.94244722,37119
30.29374167,-91.68864444,22099
32.36599444,-86.29616667,01101
34.60908889,-79.08576667,37155
27.98123889,-82.3495,12057
42.65845,-84.19746111,26065
40.93363889,-79.97013889,42019
35.84013056,-78.61428611,37183
34.97788056,-82.01108889,45083
35.79322778,-89.98532222,05093
39.20851111,-104.86417222,08035
27.44781944,-82.54668056,12081
40.90083333,-73.86095833,36005
34.32534444,-117.42620556,06071
35.74288056,-85.83318056,47177
45.75913333,-113.55930278,30001
44.67076944,-83.34251111,26001
30.707375,-92.90791111,22003
30.13911944,-93.27468056,22019
33.9786,-118.39148056,06037
36.75955278,-85.79310278,21171
34.87964722,-116.75810833,06071
34.09413333,-118.149,06037
39.72195556,-84.21199722,39113
33.79048056,-118.09974722,06037
44.34110833,-89.84465,55141
45.25934444,-88.29453056,55075
30.49343333,-97.80213889,48491
33.77971667,-116.97189167,06065
31.195125,-82.29447222,13299
35.43524167,-97.50916111,40109
31.87377222,-106.42316389,48141
42.43033056,-83.20497222,26163
31.89866944,-96.75743889,48349
34.01591667,-117.98493333,06037
33.679675,-93.614,05057
43.43310833,-73.4065,36115
35.85756944,-90.76996944,05031
38.13992778,-96.52638056,20017
26.1443,-80.44166111,12011
35.52178056,-90.17394722,05093
41.65975556,-86.22843611,18141
34.32043611,-79.92732222,45031
39.33930556,-94.75233333,29165
35.80153889,-78.19793611,37127
34.58314722,-89.97804444,28137
41.39396389,-71.75075,44009
36.77229722,-119.79065,06019
32.24870833,-95.27733333,48423
38.01744444,-84.24608889,21049
32.59513611,-87.53301389,01065
37.41227778,-94.92766111,20037
42.45587778,-123.03428611,41029
34.67575833,-92.26690278,05119
41.38932222,-81.40106944,39035
36.22240833,-80.81231944,37197
37.027075,-76.36428889,51650
29.82922222,-95.38146667,48201
33.65892778,-112.36941944,04013
34.01375,-118.25651667,06037
33.70531111,-78.92506667,45051
32.69392778,-115.49610833,06025
33.46348611,-86.91153056,01073
35.10782222,-90.06609722,47157
48.53143056,-111.86053333,30101
43.37095833,-72.42428889,50027
43.81985833,-71.15928056,33003
40.33865278,-122.35963056,06103
37.3475,-90.97047222,29179
35.64585556,-80.47673611,37159
36.14293056,-86.70681111,47037
28.58906944,-81.4515,12095
27.9663,-82.40602222,12057
40.67808333,-73.97618611,36047
34.18196667,-114.39765556,06071
34.30989444,-89.91039167,28107
32.833525,-96.97639444,48113
28.55324722,-81.65449444,12095
33.82711944,-117.40531944,06065
38.70216667,-90.29211111,29189
38.82541667,-104.75737778,08041
40.68666667,-73.95955833,36047
41.51769167,-72.77100278,09009
33.87111389,-117.68440556,06059
34.38049722,-80.21119167,45031
31.7879,-93.12508333,22069
31.78369444,-106.45083333,48141
37.36585833,-89.60994167,29031
43.67595556,-93.59574444,27047
36.19664167,-119.33110556,06107
34.12361944,-117.20096111,06071
41.31675556,-79.72306944,42121
35.31493611,-81.85737222,37161
35.56709444,-106.86043333,35043
35.3837,-97.0758,40125
29.692025,-96.6404,48089
35.36088056,-81.43086944,37045
45.86630833,-123.59458611,41007
43.09468611,-75.38487222,36065
40.952,-74.03201667,34003
34.02950278,-117.55032222,06065
30.8851,-94.06781389,48241
35.5011,-97.9247,40017
38.521,-121.409075,06067
34.23544722,-118.85609167,06111
32.78623889,-96.32106111,48257
38.57618056,-121.37575,06067
38.93608333,-91.81341667,29027
38.67806667,-121.31038056,06067
44.47431389,-122.81711111,41043
45.50435,-122.50363056,41051
41.94599167,-87.90721944,17031
36.37541389,-105.59280556,35055
28.28298611,-82.71589167,12101
35.11385,-85.1305,47065
36.90783056,-121.76166389,06087
40.17566389,-84.96666667,18135
38.02813611,-84.44713056,21067
43.20867778,-85.64183056,26081
40.45289722,-80.17761667,42003
36.9023,-121.36363611,06069
36.85144444,-90.68422222,29035
30.26444167,-82.91652222,12121
38.21745833,-88.53810833,17065
30.04738611,-90.69941111,22093
35.43654722,-77.96268611,37191
36.62585556,-119.68363889,06019
38.61755278,-119.75206667,06003
36.80873056,-119.75510556,06019
37.27217778,-97.54855278,20191
45.96266944,-93.02518611,27115
36.32761944,-119.26053333,06107
38.53748056,-77.81523056,51061
38.23011111,-92.60863889,29131
34.26496111,-85.18008889,13115
41.87083056,-72.24436111,09013
30.35890556,-97.73010556,48453
30.65796111,-91.34619722,22077
42.66910833,-77.29716111,36123
29.53060278,-97.71626389,48177
36.10440833,-79.17938056,37135
42.99787778,-77.86068056,36055
33.98006111,-118.20629444,06037
41.46552222,-81.75773889,39035
36.08524444,-115.23745,32003
38.93435,-90.38231111,29183
34.16984444,-86.87521111,01043
41.35969722,-89.74266944,17011
34.39374167,-110.53666389,04017
45.12341389,-107.39342222,30003
30.34736111,-81.66826111,12031
41.02707778,-81.35833889,39133
29.44716111,-95.2976,48039
38.96228889,-76.64444444,24003
39.82549167,-86.08025556,18097
41.38,-82.0225,39093
41.46695556,-96.92384444,31037
31.73083889,-83.64807222,13287
28.03615,-82.30737778,12057
21.33533611,-157.90345556,15003
30.25096111,-92.98170833,22053
38.70319722,-90.24637778,29510
36.70380556,-92.27955556,29153
26.64838889,-81.84024167,12071
42.97388611,-90.60284722,55043
31.2942,-86.08205833,01031
34.09235556,-117.95324167,06037
36.44938056,-82.31778611,47163
35.51412778,-83.06594167,37087
26.64425833,-80.11246389,12099
31.03641944,-90.49853333,28113
41.58797778,-73.05783889,09009
38.18924722,-85.76670278,21111
41.29534167,-88.74241944,17099
43.41363056,-70.55765,23031
39.534525,-119.81431667,32031
30.91201389,-83.92066944,13275
31.27945278,-83.882625,13071
29.86995833,-95.38511667,48201
40.4462,-75.8158,42011
29.67245,-91.09283889,22007
34.19008056,-79.76153611,45041
31.55846944,-110.25725833,04003
42.19034167,-75.61746389,36007
35.79990833,-80.91233611,37097
33.96526111,-118.36618889,06037
36.32358611,-78.59503889,37077
30.42511389,-90.37561389,22105
36.10065556,-115.1848,32003
39.697175,-84.12415833,39113
34.92891944,-82.45280556,45045
42.11430556,-79.96975833,42049
34.69906667,-78.01635278,37141
47.12038611,-122.55385556,53053
39.56738333,-119.82423889,32031
37.65375278,-121.02535278,06099
35.11533056,-118.3757,06029
35.90453611,-79.01503056,37135
19.10131944,-155.76923611,15001
37.70620833,-121.89325556,06001
34.08306389,-81.02372778,45079
28.43073611,-81.44781111,12095
48.79140556,-95.05924444,27077
30.46491389,-95.01843333,48407
35.69876111,-86.3577,47149
42.239875,-87.86218056,17097
26.56476944,-81.84696389,12071
40.05779167,-75.00868611,42101
38.97411111,-92.50994444,29019
37.6863,-82.29698889,21195
38.70376389,-90.44305833,29189
47.146325,-122.50445278,53053
42.26485,-83.26547778,26163
34.32860556,-84.009975,13117
38.98464722,-94.55119167,29095
36.84852778,-89.21272222,29133
31.07581667,-97.36706667,48027
43.10259722,-73.75275,36091
39.75568611,-94.93840278,20043
36.30447778,-78.36379444,37181
37.48398056,-76.94108889,51127
35.03396111,-89.91070556,47157
39.82290833,-84.08164722,39057
27.3993,-82.4754,12081
43.69525833,-98.16281111,46035
33.67444444,-101.38859722,48107
39.03143056,-97.25054722,20041
44.42183056,-124.045375,41041
33.92527222,-116.45463889,06065
34.16438056,-77.94182222,37129
34.12860833,-117.25455833,06071
32.81989444,-96.86954167,48113
35.26331944,-77.64225556,37107
30.14415833,-92.05910556,22055
35.91425278,-80.23432222,37057
40.88368056,-88.63608611,17105
40.94444722,-81.95676944,39169
29.89971389,-90.38731111,22089
30.515,-87.37338056,12033
30.71938889,-88.12091389,01097
43.20034167,-77.57241944,36055
40.72921667,-95.79997778,19071
29.70959722,-95.30207222,48201
41.12302778,-73.345375,09001
39.91737222,-78.59039722,42009
34.413325,-118.45712778,06037
40.8752,-74.02072222,34003
30.46251667,-99.72878333,48267
39.21792778,-94.90037222,20103
35.31048611,-89.99236111,47157
26.88310556,-80.11437222,12099
34.06486667,-118.35751667,06037
30.28565556,-95.46120556,48339
26.64099444,-81.84396944,12071
36.219575,-78.72265556,37077
31.27275833,-84.12728056,13205
40.26618056,-82.92192778,39041
36.14446944,-81.17669167,37193
36.19205833,-94.52763333,05007
30.27084722,-95.45628333,48339
44.27898889,-88.07072778,55009
38.49286667,-121.40893056,06067
35.39882222,-105.20344444,35047
30.06303889,-81.90841944,12019
40.60972778,-75.52334167,42077
27.91293056,-82.29524167,12057
41.42716111,-71.520825,44009
29.04281111,-82.66661111,12075
39.14085278,-76.81114444,24027
39.97454722,-85.05181111,18177
33.24762222,-84.08608056,13035
35.0584,-95.5687,40121
35.58873611,-80.10026389,37057
34.28916111,-78.06695,37019
32.89524167,-96.8982,48113
33.80200278,-116.9733,06065
36.26604444,-95.84819722,40143
43.86631944,-91.23109444,55063
35.13487778,-106.70178611,35001
33.34540278,-84.28158056,13255
40.52951389,-87.88009444,17075
32.96082222,-96.91518333,48113
30.57883056,-97.36195278,48491
40.29456111,-87.38651944,18171
43.19498056,-89.32345556,55025
33.25153333,-81.95598611,13245
41.41163333,-89.01033056,17099
44.45318333,-87.97234722,55009
34.89551389,-94.04855278,05127
29.44132778,-82.46605278,12075
38.00430278,-121.87915833,06013
38.40952222,-80.55658056,54101
39.18746667,-77.42008611,24031
46.54960833,-112.66419722,30077
26.58773333,-80.18822222,12099
32.858275,-92.29946667,22111
32.29739167,-96.56823056,48139
36.18481944,-86.40753889,47189
46.33545556,-94.44833889,27021
27.97234722,-82.33856667,12057
39.20458056,-75.56231944,10001
38.55380556,-92.42669444,29051
35.32506667,-119.05492222,06029
37.96118056,-84.38887778,21067
34.49767222,-93.05691667,05051
32.69805,-80.25995,45019
34.94911111,-82.36436111,45045
40.71074722,-99.87205,31047
35.26166667,-89.70930556,47157
41.23621667,-79.96170278,42121
41.91464722,-86.34761667,26021
41.842575,-124.01321111,06015
40.27133889,-76.86671389,42043
34.6792,-82.45178889,45045
34.42851667,-80.946825,45039
29.96252778,-95.41895,48201
40.50610278,-74.84483333,34019
33.58078056,-105.69136111,35027
34.93853611,-114.67372222,06071
37.7469,-122.2019,06001
32.37281389,-111.01268889,04019
40.67468889,-74.267,34039
40.22419722,-111.10728889,49051
34.32241389,-82.71210556,45007
45.21806111,-67.63406944,23029
41.6301,-71.05111111,25005
36.62186944,-79.85998889,51089
29.72818333,-98.67550278,48029
39.12150833,-84.42467222,39061
31.75238889,-89.64788611,28031
32.30981111,-90.26579722,28049
43.42172778,-70.65872222,23031
38.94365556,-76.87972222,24033
33.45883333,-80.71524444,45075
38.67847222,-121.17669444,06067
42.40981389,-91.76320556,19019
35.64258056,-78.41414444,37101
43.42412222,-76.57285556,36075
35.69226944,-80.60435556,37159
30.97049722,-90.39151389,22105
33.83818889,-118.38416389,06037
42.12018056,-72.55320556,25013
26.20683611,-98.1834,48215
43.40835556,-72.45581389,50027
33.75058611,-84.715775,13097
36.68975,-121.56789167,06053
43.15192222,-123.36705556,41019
26.11513611,-80.25065833,12011
41.64834722,-93.69769167,19153
42.23648333,-72.56044167,25015
41.42361667,-92.65125,19123
41.57765833,-73.02748056,09009
39.56938611,-119.82456944,32031
36.76261389,-119.82742778,06019
36.3999,-86.7745,47147
29.41779444,-98.67218333,48029
33.67394722,-86.15240556,01115
32.88148611,-100.32359722,48151
42.39936389,-83.21835,26163
31.80356667,-89.87959444,28127
39.50588056,-119.78030833,32031
36.17388056,-94.51463611,05007
38.1852,-85.23353611,21211
33.90695,-87.095175,01127
40.91533611,-96.90195833,31109
40.21448056,-85.52178056,18035
39.61999722,-77.09180833,24013
41.54268889,-76.40120556,42113
28.3196,-82.32486111,12101
31.26076944,-92.47574722,22079
29.62856111,-95.48105,48201
32.66675833,-114.41525833,04027
43.31222222,-74.96954722,36043
38.74618889,-121.48435278,06061
36.997075,-88.88986111,21007
28.25849722,-81.82466111,12105
37.96978611,-86.16519167,21163
43.03353056,-83.30338611,26087
42.348825,-85.24464167,26025
31.16443611,-85.40206944,01069
32.79161111,-83.67071667,13021
29.13335833,-98.89224722,48325
29.67698889,-95.50259722,48201
43.71195833,-82.86886111,26063
43.06754444,-83.72041667,26049
32.49301944,-92.12292778,22073
35.51538611,-93.96285556,05047
41.75311111,-73.15734444,09005
28.81126389,-96.99983889,48469
27.39908611,-80.45518333,12111
32.54564722,-97.315575,48251
38.62825833,-88.72128889,17121
32.92303889,-115.62143333,06025
30.14213889,-97.81325,48453
37.31596944,-95.50095833,20099
45.61812222,-106.68774444,30087
29.40241944,-98.628125,48029
36.12630556,-115.20326944,32003
42.88315556,-78.86826389,36029
32.76516111,-117.06558333,06073
43.72479167,-72.18918611,33009
33.57303056,-81.72616944,45003
37.55744444,-90.24427778,29123
44.54417222,-90.85210833,55019
34.9999,-97.0566,40125
38.208675,-85.75106111,21111
38.64645833,-121.38762222,06067
37.36429722,-83.234675,21193
35.46352222,-97.00061111,40125
25.93841944,-80.18055278,12086
35.2605,-94.8732,40061
33.33085,-84.78156944,13077
28.83612222,-99.11395278,48163
39.4311,-104.92555556,08035
33.28152778,-96.98628611,48121
45.31576111,-120.76857778,41055
40.21711667,-75.14799444,42091
34.39293889,-119.42505556,06111
38.93977778,-94.56513889,29095
30.36891389,-91.15741944,22033
40.52276111,-104.94432222,08069
29.88611111,-94.61360278,48071
32.46948889,-85.20437222,01113
37.34000556,-120.58965,06047
32.79452778,-96.69986667,48113
30.84108056,-93.34341944,22011
36.16145,-95.97556389,40143
35.153125,-118.99828333,06029
36.63886111,-86.57110556,21213
46.62305556,-123.94710278,53049
19.13343333,-155.84255,15001
34.93725278,-91.91122222,05085
32.36775,-90.22430278,28049
45.42974167,-122.24995556,41005
33.61783611,-84.45688889,13063
37.30902778,-93.1735,29077
41.74914167,-88.34453056,17089
41.65124444,-72.94286111,09003
46.24579444,-123.90854444,53049
31.51604722,-96.95743611,48309
32.77481389,-115.56906111,06025
42.89293056,-112.45132778,16005
27.90941111,-82.79631111,12103
32.50352222,-93.78906944,22017
36.43308889,-111.03627222,04005
32.54375833,-95.25249167,48423
39.73376111,-75.63831111,10003
33.97811944,-118.28093056,06037
40.77127222,-75.17848056,42095
34.9009,-90.791275,05077
35.86431111,-83.56396111,47155
41.61876111,-70.53940833,25001
33.20603889,-87.51847222,01125
28.54995,-81.63691111,12095
32.92178333,-86.79493889,01021
46.56040278,-90.43961389,55051
34.88563056,-79.71908889,37153
42.27654444,-89.07953333,17201
43.05246667,-76.62328889,36011
38.73962778,-83.51902778,39001
30.28913056,-81.9828,12031
38.20097222,-121.40923056,06077
44.75099444,-122.41642778,41043
34.84973056,-89.68838611,28093
41.24769444,-77.04991667,42081
46.28741667,-119.64035,53005
36.47344444,-119.15246667,06107
33.86201111,-117.82576111,06059
35.02361111,-85.3652,47065
35.51245,-83.98836944,47009
31.40343056,-93.44953056,22085
35.15891667,-92.58073056,05029
31.54813333,-90.25149722,28085
35.60436389,-78.44010556,37101
37.65253889,-97.38874444,20173
37.78465,-122.41441389,06075
39.28841667,-80.52465278,54033
35.87516111,-87.85618056,47085
36.62194444,-80.14055556,51141
33.59143056,-81.87746111,45003
41.22985556,-73.23288611,09001
30.92418889,-94.15646667,48241
40.70232778,-111.95272222,49035
26.15089167,-80.18433333,12011
32.47336111,-83.30065556,13023
32.54624444,-97.64669167,48221
31.72522222,-106.30222778,48141
28.57941111,-100.35303889,48323
35.855475,-81.04493056,37003
41.73425,-72.62431944,09003
30.44930556,-97.66692222,48453
32.93382222,-117.23840833,06073
34.15575556,-118.16899444,06037
40.31107778,-78.90509722,42021
36.43528889,-83.55931111,47025
34.12693889,-86.11996111,01055
42.16104722,-77.05711111,36101
41.19483611,-73.20979722,09001
38.76719444,-93.50738889,29101
35.14611944,-85.22181944,47065
35.47875833,-97.586075,40109
36.11841111,-87.81263056,47085
40.75606389,-74.04674167,34017
33.92977778,-118.28215833,06037
43.11673056,-77.54797222,36055
42.84934722,-102.20278056,31161
28.97388056,-81.55525833,12069
39.02811111,-77.45528056,51107
34.84662778,-95.56165833,40121
29.90244444,-90.061625,22051
34.22350833,-118.58851667,06037
42.05328889,-92.91931389,19127
33.73008889,-118.00785833,06059
38.35591389,-81.63858056,54039
33.63988889,-116.13098611,06065
48.52924167,-96.478175,27089
43.33585,-71.61245556,33013
36.4546,-121.37175833,06053
38.50571944,-122.95799167,06097
40.82480556,-73.867625,36005
29.79716944,-98.66868889,48259
32.70644444,-117.12521111,06073
30.94936389,-87.85751389,01003
41.78156667,-72.67158611,09003
39.86790278,-83.00521667,39049
35.90978333,-82.20608056,37199
45.50457222,-122.57425278,41051
35.73364167,-91.93111389,05137
