count,latitude,longitude
1,36.25448333,-120.23841111
1,32.72002222,-96.1511
1,37.44848333,-86.22884444
1,33.7068,-78.9206
1,42.20099167,-85.73375556
1,44.07230833,-92.60183056
1,35.32302778,-80.94244722
1,30.29374167,-91.68864444
1,32.36599444,-86.29616667
1,34.60908889,-79.08576667
1,27.98123889,-82.3495
1,42.65845,-84.19746111
1,40.93363889,-79.97013889
1,35.84013056,-78.61428611
1,34.97788056,-82.01108889
1,35.79322778,-89.98532222
1,39.20851111,-104.86417222
1,27.44781944,-82.54668056
1,40.90083333,-73.86095833
1,34.32534444,-117.42620556
1,35.74288056,-85.83318056
1,45.75913333,-113.55930278
1,44.67076944,-83.34251111
1,30.707375,-92.90791111
1,30.13911944,-93.27468056
1,33.9786,-118.39148056
1,36.75955278,-85.79310278
1,34.87964722,-116.75810833
1,34.09413333,-118.149
1,39.72195556,-84.21199722
1,33.79048056,-118.09974722
1,44.34110833,-89.84465
1,45.25934444,-88.29453056
1,30.49343333,-97.80213889
1,33.77971667,-116.97189167
1,31.195125,-82.29447222
1,35.43524167,-97.50916111
1,31.87377222,-106.42316389
1,42.43033056,-83.20497222
1,31.89866944,-96.75743889
1,34.01591667,-117.98493333
1,33.679675,-93.614
1,43.43310833,-73.4065
1,35.85756944,-90.76996944
1,38.13992778,-96.52638056
1,26.1443,-80.44166111
1,35.52178056,-90.17394722
1,41.65975556,-86.22843611
1,34.32043611,-79.92732222
1,39.33930556,-94.75233333
1,35.80153889,-78.19793611
1,34.58314722,-89.97804444
1,41.39396389,-71.75075
1,36.77229722,-119.79065
1,32.24870833,-95.27733333
1,38.01744444,-84.24608889
1,32.59513611,-87.53301389
1,37.41227778,-94.92766111
1,42.45587778,-123.03428611
1,34.67575833,-92.26690278
1,41.38932222,-81.40106944
1,36.22240833,-80.81231944
1,37.027075,-76.36428889
1,29.82922222,-95.38146667
1,33.65892778,-112.36941944
1,34.01375,-118.25651667
1,33.70531111,-78.92506667
1,32.69392778,-115.49610833
1,33.46348611,-86.91153056
1,35.10782222,-90.06609722
1,48.53143056,-111.86053333
1,43.37095833,-72.42428889
1,43.81985833,-71.15928056
1,40.33865278,-122.35963056
1,37.3475,-90.97047222
1,35.64585556,-80.47673611
1,36.14293056,-86.70681111
1,28.58906944,-81.4515
1,27.9663,-82.40602222
1,40.67808333,-73.97618611
1,34.18196667,-114.39765556
1,34.30989444,-89.91039167
1,32.833525,-96.97639444
1,28.55324722,-81.65449444
1,33.82711944,-117.40531944
1,38.70216667,-90.29211111
1,38.82541667,-104.75737778
1,40.68666667,-73.95955833
1,41.51769167,-72.77100278
1,33.87111389,-117.68440556
1,34.38049722,-80.21119167
1,31.7879,-93.12508333
1,31.78369444,-106.45083333
1,37.36585833,-89.60994167
1,43.67595556,-93.59574444
1,36.19664167,-119.33110556
1,34.12361944,-117.20096111
1,41.31675556,-79.72306944
1,35.31493611,-81.85737222
1,35.56709444,-106.86043333
1,35.3837,-97.0758
1,29.692025,-96.6404
1,35.36088056,-81.43086944
1,45.86630833,-123.59458611
1,43.09468611,-75.38487222
1,40.952,-74.03201667
1,34.02950278,-117.55032222
1,30.8851,-94.06781389
1,35.5011,-97.9247
1,38.521,-121.409075
1,34.23544722,-118.85609167
1,32.78623889,-96.32106111
1,38.57618056,-121.37575
1,38.93608333,-91.81341667
1,38.67806667,-121.31038056
1,44.47431389,-122.81711111
1,45.50435,-122.50363056
1,41.94599167,-87.90721944
1,36.37541389,-105.59280556
1,28.28298611,-82.71589167
1,35.11385,-85.1305
1,36.90783056,-121.76166389
1,40.17566389,-84.96666667
1,38.02813611,-84.44713056
1,43.20867778,-85.64183056
1,40.45289722,-80.17761667
1,36.9023,-121.36363611
1,36.85144444,-90.68422222
1,30.26444167,-82.91652222
1,38.21745833,-88.53810833
1,30.04738611,-90.69941111
1,35.43654722,-77.96268611
1,36.62585556,-119.68363889
1,38.61755278,-119.75206667
1,36.80873056,-119.75510556
1,37.27217778,-97.54855278
1,45.96266944,-93.02518611
1,36.32761944,-119.26053333
1,38.53748056,-77.81523056
1,38.23011111,-92.60863889
1,34.26496111,-85.18008889
1,41.87083056,-72.24436111
1,30.35890556,-97.73010556
1,30.65796111,-91.34619722
1,42.66910833,-77.29716111
1,29.53060278,-97.71626389
1,36.10440833,-79.17938056
1,42.99787778,-77.86068056
1,33.98006111,-118.20629444
1,41.46552222,-81.75773889
1,36.08524444,-115.23745
1,38.93435,-90.38231111
1,34.16984444,-86.87521111
1,41.35969722,-89.74266944
1,34.39374167,-110.53666389
1,45.12341389,-107.39342222
1,30.34736111,-81.66826111
1,41.02707778,-81.35833889
1,29.44716111,-95.2976
1,38.96228889,-76.64444444
1,39.82549167,-86.08025556
1,41.38,-82.0225
1,41.46695556,-96.92384444
1,31.73083889,-83.64807222
1,28.03615,-82.30737778
1,21.33533611,-157.90345556
1,30.25096111,-92.98170833
1,38.70319722,-90.24637778
1,36.70380556,-92.27955556
1,26.64838889,-81.84024167
1,42.97388611,-90.60284722
1,31.2942,-86.08205833
1,34.09235556,-117.95324167
1,36.44938056,-82.31778611
1,35.51412778,-83.06594167
1,26.64425833,-80.11246389
1,31.03641944,-90.49853333
1,41.58797778,-73.05783889
1,38.18924722,-85.76670278
1,41.29534167,-88.74241944
1,43.41363056,-70.55765
1,39.534525,-119.81431667
1,30.91201389,-83.92066944
1,31.27945278,-83.882625
1,29.86995833,-95.38511667
1,40.4462,-75.8158
1,29.67245,-91.09283889
1,34.19008056,-79.76153611
1,31.55846944,-110.25725833
1,42.19034167,-75.61746389
1,35.79990833,-80.91233611
1,33.96526111,-118.36618889
1,36.32358611,-78.59503889
1,30.42511389,-90.37561389
1,36.10065556,-115.1848
1,39.697175,-84.12415833
1,34.92891944,-82.45280556
1,42.11430556,-79.96975833
1,34.69906667,-78.01635278
1,47.12038611,-122.55385556
1,39.56738333,-119.82423889
1,37.65375278,-121.02535278
1,35.11533056,-118.3757
1,35.90453611,-79.01503056
1,19.10131944,-155.76923611
1,37.70620833,-121.89325556
1,34.08306389,-81.02372778
1,28.43073611,-81.44781111
1,48.79140556,-95.05924444
1,30.46491389,-95.01843333
1,35.69876111,-86.3577
1,42.239875,-87.86218056
1,26.56476944,-81.84696389
1,40.05779167,-75.00868611
1,38.97411111,-92.50994444
1,37.6863,-82.29698889
1,38.70376389,-90.44305833
1,47.146325,-122.50445278
1,42.26485,-83.26547778
1,34.32860556,-84.009975
1,38.98464722,-94.55119167
1,36.84852778,-89.21272222
1,31.07581667,-97.36706667
1,43.10259722,-73.75275
1,39.75568611,-94.93840278
1,36.30447778,-78.36379444
1,37.48398056,-76.94108889
1,35.03396111,-89.91070556
1,39.82290833,-84.08164722
1,27.3993,-82.4754
1,43.69525833,-98.16281111
1,33.67444444,-101.38859722
1,39.03143056,-97.25054722
1,44.42183056,-124.045375
1,33.92527222,-116.45463889
1,34.16438056,-77.94182222
1,34.12860833,-117.25455833
1,32.81989444,-96.86954167
1,35.26331944,-77.64225556
1,30.14415833,-92.05910556
1,35.91425278,-80.23432222
1,40.88368056,-88.63608611
1,40.94444722,-81.95676944
1,29.89971389,-90.38731111
1,30.515,-87.37338056
1,30.71938889,-88.12091389
1,43.20034167,-77.57241944
1,40.72921667,-95.79997778
1,29.70959722,-95.30207222
1,41.12302778,-73.345375
1,39.91737222,-78.59039722
1,34.413325,-118.45712778
1,40.8752,-74.02072222
1,30.46251667,-99.72878333
1,39.21792778,-94.90037222
1,35.31048611,-89.99236111
1,26.88310556,-80.11437222
1,34.06486667,-118.35751667
1,30.28565556,-95.46120556
1,26.64099444,-81.84396944
1,36.219575,-78.72265556
1,31.27275833,-84.12728056
1,40.26618056,-82.92192778
1,36.14446944,-81.17669167
1,36.19205833,-94.52763333
1,30.27084722,-95.45628333
1,44.27898889,-88.07072778
1,38.49286667,-121.40893056
1,35.39882222,-105.20344444
1,30.06303889,-81.90841944
1,40.60972778,-75.52334167
1,27.91293056,-82.29524167
1,41.42716111,-71.520825
1,29.04281111,-82.66661111
1,39.14085278,-76.81114444
1,39.97454722,-85.05181111
1,33.24762222,-84.08608056
1,35.0584,-95.5687
1,35.58873611,-80.10026389
1,34.28916111,-78.06695
1,32.89524167,-96.8982
1,33.80200278,-116.9733
1,36.26604444,-95.84819722
1,43.86631944,-91.23109444
1,35.13487778,-106.70178611
1,33.34540278,-84.28158056
1,40.52951389,-87.88009444
1,32.96082222,-96.91518333
1,30.57883056,-97.36195278
1,40.29456111,-87.38651944
1,43.19498056,-89.32345556
1,33.25153333,-81.95598611
1,41.41163333,-89.01033056
1,44.45318333,-87.97234722
1,34.89551389,-94.04855278
1,29.44132778,-82.46605278
1,38.00430278,-121.87915833
1,38.40952222,-80.55658056
1,39.18746667,-77.42008611
1,46.54960833,-112.66419722
1,26.58773333,-80.18822222
1,32.858275,-92.29946667
1,32.29739167,-96.56823056
1,36.18481944,-86.40753889
1,46.33545556,-94.44833889
1,27.97234722,-82.33856667
1,39.20458056,-75.56231944
1,38.55380556,-92.42669444
1,35.32506667,-119.05492222
1,37.96118056,-84.38887778
1,34.49767222,-93.05691667
1,32.69805,-80.25995
1,34.94911111,-82.36436111
1,40.71074722,-99.87205
1,35.26166667,-89.70930556
1,41.23621667,-79.96170278
1,41.91464722,-86.34761667
1,41.842575,-124.01321111
1,40.27133889,-76.86671389
1,34.6792,-82.45178889
1,34.42851667,-80.946825
1,29.96252778,-95.41895
1,40.50610278,-74.84483333
1,33.58078056,-105.69136111
1,34.93853611,-114.67372222
1,37.7469,-122.2019
1,32.37281389,-111.01268889
1,40.67468889,-74.267
1,40.22419722,-111.10728889
1,34.32241389,-82.71210556
1,45.21806111,-67.63406944
1,41.6301,-71.05111111
1,36.62186944,-79.85998889
1,29.72818333,-98.67550278
1,39.12150833,-84.42467222
1,31.75238889,-89.64788611
1,32.30981111,-90.26579722
1,43.42172778,-70.65872222
1,38.94365556,-76.87972222
1,33.45883333,-80.71524444
1,38.67847222,-121.17669444
1,42.40981389,-91.76320556
1,35.64258056,-78.41414444
1,43.42412222,-76.57285556
1,35.69226944,-80.60435556
1,30.97049722,-90.39151389
1,33.83818889,-118.38416389
1,42.12018056,-72.55320556
1,26.20683611,-98.1834
1,43.40835556,-72.45581389
1,33.75058611,-84.715775
1,36.68975,-121.56789167
1,43.15192222,-123.36705556
1,26.11513611,-80.25065833
1,41.64834722,-93.69769167
1,42.23648333,-72.56044167
1,41.42361667,-92.65125
1,41.57765833,-73.02748056
1,39.56938611,-119.82456944
1,36.76261389,-119.82742778
1,36.3999,-86.7745
1,29.41779444,-98.67218333
1,33.67394722,-86.15240556
1,32.88148611,-100.32359722
1,42.39936389,-83.21835
1,31.80356667,-89.87959444
1,39.50588056,-119.78030833
1,36.17388056,-94.51463611
1,38.1852,-85.23353611
1,33.90695,-87.095175
1,40.91533611,-96.90195833
1,40.21448056,-85.52178056
1,39.61999722,-77.09180833
1,41.54268889,-76.40120556
1,28.3196,-82.32486111
1,31.26076944,-92.47574722
1,29.62856111,-95.48105
1,32.66675833,-114.41525833
1,43.31222222,-74.96954722
1,38.74618889,-121.48435278
1,36.997075,-88.88986111
1,28.25849722,-81.82466111
1,37.96978611,-86.16519167
1,43.03353056,-83.30338611
1,42.348825,-85.24464167
1,31.16443611,-85.40206944
1,32.79161111,-83.67071667
1,29.13335833,-98.89224722
1,29.67698889,-95.50259722
1,43.71195833,-82.86886111
1,43.06754444,-83.72041667
1,32.49301944,-92.12292778
1,35.51538611,-93.96285556
1,41.75311111,-73.15734444
1,28.81126389,-96.99983889
1,27.39908611,-80.45518333
1,32.54564722,-97.315575
1,38.62825833,-88.72128889
1,32.92303889,-115.62143333
1,30.14213889,-97.81325
1,37.31596944,-95.50095833
1,45.61812222,-106.68774444
1,29.40241944,-98.628125
1,36.12630556,-115.20326944
1,42.88315556,-78.86826389
1,32.76516111,-117.06558333
1,43.72479167,-72.18918611
1,33.57303056,-81.72616944
1,37.55744444,-90.24427778
1,44.54417222,-90.85210833
1,34.9999,-97.0566
1,38.208675,-85.75106111
1,38.64645833,-121.38762222
1,37.36429722,-83.234675
1,35.46352222,-97.00061111
1,25.93841944,-80.18055278
1,35.2605,-94.8732
1,33.33085,-84.78156944
1,28.83612222,-99.11395278
1,39.4311,-104.92555556
1,33.28152778,-96.98628611
1,45.31576111,-120.76857778
1,40.21711667,-75.14799444
1,34.39293889,-119.42505556
1,38.93977778,-94.56513889
1,30.36891389,-91.15741944
1,40.52276111,-104.94432222
1,29.88611111,-94.61360278
1,32.46948889,-85.20437222
1,37.34000556,-120.58965
1,32.79452778,-96.69986667
1,30.84108056,-93.34341944
1,36.16145,-95.97556389
1,35.153125,-118.99828333
1,36.63886111,-86.57110556
1,46.62305556,-123.94710278
1,19.13343333,-155.84255
1,34.93725278,-91.91122222
1,32.36775,-90.22430278
1,45.42974167,-122.24995556
1,33.61783611,-84.45688889
1,37.30902778,-93.1735
1,41.74914167,-88.34453056
1,41.65124444,-72.94286111
1,46.24579444,-123.90854444
1,31.51604722,-96.95743611
1,32.77481389,-115.56906111
1,42.89293056,-112.45132778
1,27.90941111,-82.79631111
1,32.50352222,-93.78906944
1,36.43308889,-111.03627222
1,32.54375833,-95.25249167
1,39.73376111,-75.63831111
1,33.97811944,-118.28093056
1,40.77127222,-75.17848056
1,34.9009,-90.791275
1,35.86431111,-83.56396111
1,41.61876111,-70.53940833
1,33.20603889,-87.51847222
1,28.54995,-81.63691111
1,32.92178333,-86.79493889
1,46.56040278,-90.43961389
1,34.88563056,-79.71908889
1,42.27654444,-89.07953333
1,43.05246667,-76.62328889
1,38.73962778,-83.51902778
1,30.28913056,-81.9828
1,38.20097222,-121.40923056
1,44.75099444,-122.41642778
1,34.84973056,-89.68838611
1,41.24769444,-77.04991667
1,46.28741667,-119.64035
1,36.47344444,-119.15246667
1,33.86201111,-117.82576111
1,35.02361111,-85.3652
1,35.51245,-83.98836944
1,31.40343056,-93.44953056
1,35.15891667,-92.58073056
1,31.54813333,-90.25149722
1,35.60436389,-78.44010556
1,37.65253889,-97.38874444
1,37.78465,-122.41441389
1,39.28841667,-80.52465278
1,35.87516111,-87.85618056
1,36.62194444,-80.14055556
1,33.59143056,-81.87746111
1,41.22985556,-73.23288611
1,30.92418889,-94.15646667
1,40.70232778,-111.95272222
1,26.15089167,-80.18433333
1,32.47336111,-83.30065556
1,32.54624444,-97.64669167
1,31.72522222,-106.30222778
1,28.57941111,-100.35303889
1,35.855475,-81.04493056
1,41.73425,-72.62431944
1,30.44930556,-97.66692222
1,32.93382222,-117.23840833
1,34.15575556,-118.16899444
1,40.31107778,-78.90509722
1,36.43528889,-83.55931111
1,34.12693889,-86.11996111
1,42.16104722,-77.05711111
1,41.19483611,-73.20979722
1,38.76719444,-93.50738889
1,35.14611944,-85.22181944
1,35.47875833,-97.586075
1,36.11841111,-87.81263056
1,40.75606389,-74.04674167
1,33.92977778,-118.28215833
1,43.11673056,-77.54797222
1,42.84934722,-102.20278056
1,28.97388056,-81.55525833
1,39.02811111,-77.45528056
1,34.84662778,-95.56165833
1,29.90244444,-90.061625
1,34.22350833,-118.58851667
1,42.05328889,-92.91931389
1,33.73008889,-118.00785833
1,38.35591389,-81.63858056
1,33.63988889,-116.13098611
1,48.52924167,-96.478175
1,43.33585,-71.61245556
1,36.4546,-121.37175833
1,38.50571944,-122.95799167
1,40.82480556,-73.867625
1,29.79716944,-98.66868889
1,32.70644444,-117.12521111
1,30.94936389,-87.85751389
1,41.78156667,-72.67158611
1,39.86790278,-83.00521667
1,35.90978333,-82.20608056
1,45.50457222,-122.57425278
1,35.73364167,-91.93111389
1,41.10367778,-74.69458889
1,40.21810556,-74.75662778
1,39.08484444,-76.86197778
1,33.27016389,-111.8413
1,34.22609722,-82.89538333
1,36.27263333,-115.1304
1,41.75594167,-85.16821389
1,35.28666389,-80.16496667
1,28.33203333,-80.77602222
1,45.58061667,-107.66111389
1,38.67142222,-76.87619722
1,45.12230833,-93.30877222
1,30.4062,-97.00886389
1,39.15454444,-105.15319167
1,34.92481389,-79.323175
1,27.79963611,-97.68223889
1,33.08478056,-84.98686944
1,41.86356389,-88.19316389
1,35.16869167,-89.85231389
1,34.57585833,-83.46361944
1,38.318,-90.40144444
1,43.98631111,-89.20828889
1,31.90413889,-97.29671667
1,41.08049722,-89.06737222
1,47.95921667,-102.13339167
1,38.52038056,-75.24226944
1,30.10116111,-91.82793333
1,31.34691944,-85.87298611
1,33.89466667,-118.32251389
1,33.33466389,-111.95853333
1,29.70483333,-95.54536667
1,40.751675,-73.04102222
1,34.32165833,-80.64796944
1,33.58925833,-84.50613333
1,41.74219167,-76.99391944
1,32.648575,-96.54129167
1,33.87285556,-118.29093889
1,47.48761111,-122.10528333
1,30.46031944,-97.66671944
1,39.14571944,-75.67396667
1,46.08064722,-118.22645833
1,31.89912222,-102.58629444
1,38.84352778,-97.59398611
1,33.98181389,-118.43167222
1,33.78890556,-117.911675
1,60.89936944,-161.41418333
1,40.32508333,-93.93680556
1,33.86146667,-83.35858611
1,34.57766389,-105.098475
1,27.36233889,-81.05396944
1,34.91633889,-88.50584722
1,34.9188,-88.93618056
1,38.66233056,-121.34504167
1,42.99112778,-82.88648889
1,34.27930556,-117.45220833
1,34.94344722,-84.03923056
1,38.19691667,-104.16077778
1,35.89513889,-83.85376944
1,29.81715,-81.26911389
